bike_id,member_gender,member_age,start_neighborhood,end_neighborhood,start_station_name,end_station_name,duration_min,miles,temperature,weather
2764,Male,57,Embarcadero,Financial District,The Embarcadero at Sansome St,Broadway at Battery St,8.4,2,68,clear_skies
3824,Male,29,Mission Bay,South of Market,5th St at Brannan St,Montgomery St BART Station,13.2,3.1,68,clear_skies
1621,Female,47,Mission District,Noe Valley,Valencia St at 24th St,Jersey St at Church St,11.6,2.7,68,clear_skies
3567,Male,35,Embarcadero,South of Market,The Embarcadero at Vallejo St,Howard St at Beale St,7.4,1.7,68,clear_skies
189,Male,45,South of Market,South of Market,Spear St at Folsom St,Spear St at Folsom St,30.4,7.1,68,clear_skies
3809,Male,27,Mission Bay,South of Market,San Francisco Caltrain Station 2,Howard St at Beale St,11.2,2.6,68,clear_skies
625,Male,46,Civic Center,China Basin,Market St at 10th St,3rd St at Townsend St,15.2,3.5,68,clear_skies
461,Male,61,Financial District,Financial District,Clay St at Battery St,Post St at Kearny St,6,1.4,68,clear_skies
2723,Male,49,Mission Bay,South of Market,San Francisco Caltrain Station 2,Montgomery St BART Station,10.3,2.4,68,clear_skies
4060,Male,31,South Beach,China Basin,The Embarcadero at Steuart St,Bryant St at 2nd St,4.6,1.1,68,clear_skies
3389,Male,58,Civic Center,Tenderloin,Market St at 10th St,Powell St BART Station,4.6,1.1,68,clear_skies
2540,Female,35,Mission Bay,Panhandle,4th St at Mission Bay Blvd S,Broderick St at Oak St,41.9,9.8,68,clear_skies
2318,Male,43,South of Market,South of Market,Embarcadero BART Station,Embarcadero BART Station,21.1,4.9,68,clear_skies
3383,Male,79,Tenderloin,Civic Center,Powell St BART Station,Golden Gate Ave at Hyde St,6,1.4,68,clear_skies
4049,Male,51,South of Market,Civic Center,11th St at Natoma St,Market St at 10th St,2.9,0.7,68,clear_skies
3895,Male,43,Financial District,Chinatown,Mechanics Monument Plaza,Broadway at Kearny,4.2,1,68,clear_skies
4013,Female,35,South of Market,Financial District,Montgomery St BART Station,Broadway at Battery St,7.2,1.7,68,clear_skies
393,Male,48,Noe Valley,Central Waterfront,Cesar Chavez St at Dolores St,22nd St Caltrain Station,16.2,3.8,68,clear_skies
3176,Male,29,Tenderloin,South of Market,Father Alfred E Boeddeker Park,2nd St at Townsend St,8.8,2,68,clear_skies
1248,Male,24,The Castro,Fillmore District,Sanchez St at 15th St,Raymond Kimbell Playground,22.8,5.3,68,clear_skies
2658,Female,42,South of Market,South of Market,2nd St at Folsom St,Howard St at Beale St,10.1,2.3,68,clear_skies
2018,Male,42,South of Market,South Park,5th at Folsom,S Park St at 3rd St,4.6,1.1,68,clear_skies
1187,Male,34,South of Market,Mid-Market,Montgomery St BART Station,Civic Center/UN Plaza BART Station,15.5,3.6,68,clear_skies
3158,Male,53,Civic Center,Civic Center,Golden Gate Ave at Polk St,Market St at 10th St,4.4,1,68,clear_skies
3876,Male,39,South Beach,Civic Center,The Embarcadero at Steuart St,Golden Gate Ave at Hyde St,12,2.8,68,clear_skies
1678,Male,40,South of Market,South of Market,2nd St at Folsom St,Howard St at 8th St,7.2,1.7,68,clear_skies
3452,Male,26,The Castro,Fillmore District,Sanchez St at 15th St,Raymond Kimbell Playground,21.3,5,68,clear_skies
3007,Male,41,Financial District,South of Market,Broadway at Battery St,Spear St at Folsom St,10.5,2.4,68,clear_skies
2657,Female,27,Financial District,South Beach,Broadway at Battery St,The Embarcadero at Steuart St,8.3,1.9,68,clear_skies
615,Female,29,Financial District,South Beach,Broadway at Battery St,The Embarcadero at Steuart St,8.3,1.9,68,clear_skies
2882,Male,34,South of Market,South of Market,5th at Folsom,Spear St at Folsom St,8.8,2,68,clear_skies
2763,Female,50,North of the Panhandle,Panhandle,Central Ave at Fell St,Broderick St at Oak St,3.1,0.7,68,clear_skies
1672,Male,49,Hayes Valley,South of Market,Webster St at Grove St,11th St at Bryant St,34.7,8.1,68,clear_skies
2562,Male,26,The Castro,Fillmore District,Sanchez St at 15th St,Raymond Kimbell Playground,19.4,4.5,68,clear_skies
2019,Male,27,China Basin,Mission Bay,Bryant St at 2nd St,7th St at Brannan St,6.7,1.6,68,clear_skies
3899,Female,20,Tenderloin,South of Market,Powell St BART Station,S Van Ness Ave at Market St,6.4,1.5,68,clear_skies
4014,Male,25,South of Market,South of Market,Victoria Manalo Draves Park,8th St at Ringold St,4.3,1,68,clear_skies
116,Male,36,Mission Bay,Mission Bay,7th St at Brannan St,4th St at Mission Bay Blvd S,8.3,1.9,68,clear_skies
3836,Male,34,Mission Dolores,Mission District,Valencia St at 16th St,17th & Folsom Street Park,4.6,1.1,68,clear_skies
3859,Female,25,Alamo Square,Mission District,Grove St at Divisadero,San Bruno Ave at 16th St,46.7,10.9,68,clear_skies
359,Male,41,Mid-Market,The East Cut,Civic Center/UN Plaza BART Station,Howard St at 2nd St,8.1,1.9,68,clear_skies
2360,Male,50,South of Market,Mission Dolores,S Van Ness Ave at Market St,Valencia St at 16th St,12.4,2.9,72,clear_skies
4220,Male,32,Potrero Hill,Bernal Heights,Rhode Island St at 17th St,Valencia St at Cesar Chavez St,12,2.8,72,clear_skies
155,Male,21,Mission Dolores,Mission Dolores,Mission Playground,Mission Playground,19.3,4.5,72,clear_skies
2543,Male,46,Lower Nob Hill,South of Market,Union Square,Embarcadero BART Station,7.7,1.8,72,clear_skies
2848,Male,54,Mission Bay,Civic Center,5th St at Brannan St,Golden Gate Ave at Polk St,13.1,3,72,clear_skies
1553,Male,25,Mission Dolores,South of Market,Valencia St at 16th St,S Van Ness Ave at Market St,7.4,1.7,72,clear_skies
2706,Male,30,Mission Bay,Dogpatch,8th St at Brannan St,Esprit Park,9.2,2.1,72,clear_skies
327,Male,24,Tenderloin,South of Market,Powell St BART Station,Embarcadero BART Station,7.7,1.8,72,clear_skies
3792,Male,50,South of Market,Civic Center,Yerba Buena Center for the Arts,Market St at 10th St,12.6,2.9,72,clear_skies
3927,Male,30,The East Cut,China Basin,Howard St at 2nd St,3rd St at Townsend St,5.9,1.4,72,clear_skies
779,Male,51,Rincon Hill,Civic Center,Beale St at Harrison St,Golden Gate Ave at Polk St,22.8,5.3,72,clear_skies
2283,Male,48,Mission Bay,South of Market,4th St at Mission Bay Blvd S,Howard St at Beale St,15.9,3.7,72,clear_skies
4013,Female,36,Financial District,Mission Bay,Broadway at Battery St,4th St at Mission Bay Blvd S,54.5,12.7,72,clear_skies
3871,Male,29,South of Market,South Park,Victoria Manalo Draves Park,S Park St at 3rd St,7.1,1.7,72,clear_skies
1627,Female,60,South Beach,Mission Bay,The Embarcadero at Steuart St,San Francisco Caltrain Station 2,14.8,3.4,72,clear_skies
4036,Male,41,Embarcadero,Financial District,The Embarcadero at Sansome St,Washington St at Kearny St,13.5,3.1,72,clear_skies
1993,Male,58,South of Market,Civic Center,Montgomery St BART Station,San Francisco Public Library,11,2.6,72,clear_skies
3784,Female,63,South of Market,Mission Bay,Folsom St at 9th St,8th St at Brannan St,3.1,0.7,72,clear_skies
3499,Male,27,South of Market,South of Market,Embarcadero BART Station,4th St at Harrison St,7.2,1.7,72,clear_skies
3946,Male,25,South of Market,Mission Bay,8th St at Ringold St,San Francisco Caltrain,11.6,2.7,72,clear_skies
4221,Other,30,Mission District,Mission District,19th St at Florida St,Valencia St at 24th St,6.4,1.5,72,clear_skies
3910,Male,49,South of Market,The Castro,McCoppin St at Valencia St,Sanchez St at 15th St,6.8,1.6,72,clear_skies
3980,Female,30,Financial District,Mission Bay,Mechanics Monument Plaza,4th St at Mission Bay Blvd S,18.8,4.4,72,clear_skies
3800,Male,36,Embarcadero,Embarcadero,San Francisco Ferry Building,The Embarcadero at Sansome St,4,0.9,72,clear_skies
2887,Male,37,South of Market,South of Market,Yerba Buena Center for the Arts,Howard St at Mary St,2,0.5,72,clear_skies
1279,Male,33,Financial District,South of Market,Post St at Kearny St,11th St at Natoma St,11.7,2.7,72,clear_skies
896,Male,37,South of Market,South of Market,S Van Ness Ave at Market St,Steuart St at Market St,18.4,4.3,72,clear_skies
3898,Male,42,Financial District,Embarcadero,Washington St at Kearny St,The Embarcadero at Sansome St,6.3,1.5,72,clear_skies
3836,Male,30,Mission District,The Castro,17th & Folsom Street Park,Mission Dolores Park,5.5,1.3,72,clear_skies
2808,Male,38,Civic Center,Design District,Market St at 10th St,Hubbell St at 16th St,11.1,2.6,72,clear_skies
3454,Male,54,Civic Center,Western Addition,Golden Gate Ave at Polk St,Market St at Dolores St,14.4,3.3,72,clear_skies
1180,Female,30,Financial District,Embarcadero,Davis St at Jackson St,The Embarcadero at Sansome St,6.8,1.6,72,clear_skies
2358,Female,30,Civic Center,Civic Center,San Francisco Public Library,Market St at Franklin St,5.2,1.2,72,clear_skies
4063,Male,82,South Beach,South Beach,The Embarcadero at Steuart St,The Embarcadero at Steuart St,4,0.9,72,clear_skies
3982,Male,53,Financial District,South of Market,Davis St at Jackson St,Embarcadero BART Station,3,0.7,72,clear_skies
3138,Female,25,Mission Bay,Mission District,8th St at Brannan St,Folsom St at 15th St,15,3.5,72,clear_skies
1977,Female,45,Mission District,South of Market,San Bruno Ave at 16th St,Folsom St at 3rd St,14.4,3.4,72,clear_skies
3973,Male,60,Embarcadero,Embarcadero,The Embarcadero at Sansome St,San Francisco Ferry Building,36.3,8.5,72,clear_skies
1751,Male,32,Mission Bay,Mission District,8th St at Brannan St,Folsom St at 15th St,14.8,3.5,72,clear_skies
385,Female,54,Rincon Hill,Tenderloin,Beale St at Harrison St,Cyril Magnin St at Ellis St,20.5,4.8,72,clear_skies
1187,Male,39,Mid-Market,South of Market,Civic Center/UN Plaza BART Station,Powell St BART Station,4.8,1.1,72,clear_skies
3881,Female,25,China Basin,Fillmore District,Bryant St at 2nd St,Raymond Kimbell Playground,19.9,4.6,72,clear_skies
3890,Female,42,Rincon Hill,South of Market,1st St at Folsom St,2nd St at Folsom St,20.1,4.7,72,clear_skies
3341,Female,34,South of Market,Civic Center,Yerba Buena Center for the Arts,Market St at 10th St,13.6,3.2,72,clear_skies
1429,Male,33,South of Market,Mission Dolores,4th St at Harrison St,Valencia St at 16th St,11.2,2.6,72,clear_skies
3744,Male,55,South of Market,South of Market,2nd St at Townsend St,Howard St at Beale St,9.6,2.2,72,clear_skies
1043,Female,40,South of Market,The East Cut,Powell St BART Station,Howard St at 2nd St,5.2,1.2,72,clear_skies
4007,Male,24,Financial District,Mission Bay,Mechanics Monument Plaza,Townsend St at 5th St,17.6,4.1,72,clear_skies
1629,Male,35,South Park,South of Market,S Park St at 3rd St,Folsom St at 3rd St,2.1,0.5,72,clear_skies
3374,Male,68,Civic Center,Mission Bay,Market St at 10th St,8th St at Brannan St,7.3,1.7,72,clear_skies
1530,Male,37,South of Market,South Beach,4th St at Harrison St,The Embarcadero at Steuart St,16.7,3.9,72,clear_skies
1646,Male,41,Embarcadero,Embarcadero,The Embarcadero at Sansome St,San Francisco Ferry Building,5.9,1.4,72,clear_skies
3966,Male,25,Embarcadero,South of Market,The Embarcadero at Sansome St,Steuart St at Market St,34.2,8,72,clear_skies
3800,Female,22,Embarcadero,South of Market,The Embarcadero at Sansome St,Steuart St at Market St,22.3,5.2,72,clear_skies
3931,Male,26,The Castro,The Castro,Mission Dolores Park,Sanchez St at 15th St,3.4,0.8,72,clear_skies
1541,Other,26,Mission Bay,Central Waterfront,4th St at Mission Bay Blvd S,22nd St Caltrain Station,50.8,11.8,72,clear_skies
2516,Male,31,South Park,Financial District,S Park St at 3rd St,Post St at Kearny St,5.6,1.3,72,clear_skies
3771,Male,53,South Beach,South of Market,The Embarcadero at Steuart St,Montgomery St BART Station,6.3,1.5,72,clear_skies
2114,Female,49,South of Market,Tenderloin,S Van Ness Ave at Market St,Powell St BART Station,9.7,2.3,72,clear_skies
4049,Male,50,Civic Center,Alamo Square,Market St at 10th St,Grove St at Divisadero,11.2,2.6,72,clear_skies
1181,Male,43,South of Market,The Castro,Steuart St at Market St,Sanchez St at 15th St,26.5,6.2,72,clear_skies
2822,Male,48,South of Market,South of Market,2nd St at Folsom St,2nd St at Folsom St,8.7,2,72,clear_skies
3369,Female,27,South of Market,South of Market,4th St at Harrison St,S Van Ness Ave at Market St,13.9,3.2,72,clear_skies
651,Male,22,South of Market,Mission District,Division St at Potrero Ave,Valencia St at 24th St,18.7,4.3,72,clear_skies
4221,Other,30,Mission District,Mission District,Valencia St at 24th St,19th St at Florida St,6.6,1.5,72,clear_skies
2019,Male,27,Mission Bay,China Basin,7th St at Brannan St,Bryant St at 2nd St,6,1.4,72,clear_skies
2284,Male,47,Tenderloin,Financial District,Powell St BART Station,Mechanics Monument Plaza,6.6,1.5,72,clear_skies
2244,Male,38,South of Market,South of Market,Howard St at Beale St,Steuart St at Market St,4.2,1,72,clear_skies
3876,Male,42,Civic Center,South of Market,Golden Gate Ave at Hyde St,11th St at Bryant St,32.8,7.6,72,clear_skies
3303,Male,48,South of Market,Mid-Market,Powell St BART Station,Civic Center/UN Plaza BART Station,4.8,1.1,72,clear_skies
2945,Female,30,Civic Center,South of Market,Market St at 10th St,11th St at Bryant St,4.5,1,72,clear_skies
3571,Male,34,Civic Center,Anza Vista,Market St at 10th St,O'Farrell St at Divisadero St,16.2,3.8,72,clear_skies
2347,Female,39,South of Market,Tenderloin,4th St at Harrison St,Powell St BART Station,5.4,1.3,72,clear_skies
2838,Male,37,Mission Bay,Embarcadero,4th St at Mission Bay Blvd S,The Embarcadero at Sansome St,20.9,4.9,72,clear_skies
1800,Male,28,Embarcadero,Embarcadero,The Embarcadero at Sansome St,The Embarcadero at Sansome St,11.4,2.7,72,clear_skies
2735,Male,33,Mission Bay,Mid-Market,7th St at Brannan St,Civic Center/UN Plaza BART Station,6.4,1.5,72,clear_skies
155,Male,32,Mission Dolores,Mission Dolores,Mission Playground,Mission Playground,11.1,2.6,72,clear_skies
706,Male,59,South of Market,Dogpatch,Howard St at Beale St,Esprit Park,18.4,4.3,72,clear_skies
3381,Male,34,South of Market,Mission Dolores,McCoppin St at Valencia St,Valencia St at 16th St,3.2,0.7,72,clear_skies
3565,Female,42,South of Market,Dogpatch,Montgomery St BART Station,Esprit Park,29.4,6.9,72,clear_skies
398,Male,31,Mission District,Embarcadero,17th & Folsom Street Park,The Embarcadero at Sansome St,41.6,9.7,72,clear_skies
2632,Female,42,Tenderloin,Mission Bay,Powell St BART Station,8th St at Brannan St,8.7,2,72,clear_skies
1938,Female,24,Embarcadero,Mission District,The Embarcadero at Bryant St,Folsom St at 15th St,19.7,4.6,72,clear_skies
3616,Female,57,South of Market,South Park,Folsom St at 3rd St,S Park St at 3rd St,11.2,2.6,72,clear_skies
1940,Female,32,Mission District,Mission District,Folsom St at 19th St,16th St Mission BART Station 2,5.9,1.4,72,clear_skies
3152,Male,54,Civic Center,Financial District,Golden Gate Ave at Hyde St,Washington St at Kearny St,15.7,3.6,72,clear_skies
292,Female,28,South of Market,South of Market,11th St at Bryant St,Victoria Manalo Draves Park,6.7,1.6,72,clear_skies
3676,Male,61,Chinatown,Embarcadero,Broadway at Kearny,San Francisco Ferry Building,7.6,1.8,72,clear_skies
3454,Female,45,Western Addition,Anza Vista,Market St at Dolores St,O'Farrell St at Divisadero St,16.4,3.8,72,clear_skies
145,Male,27,South of Market,South of Market,4th St at Harrison St,Howard St at 8th St,5.2,1.2,72,clear_skies
359,Male,44,The East Cut,South Park,Howard St at 2nd St,S Park St at 3rd St,5.3,1.2,72,clear_skies
3824,Female,34,South of Market,Mission Bay,Montgomery St BART Station,San Francisco Caltrain Station 2,11.8,2.7,72,clear_skies
3783,Male,47,China Basin,South of Market,Bryant St at 2nd St,Howard St at Beale St,4.8,1.1,72,clear_skies
3551,Male,30,Financial District,South of Market,Clay St at Battery St,Steuart St at Market St,8.5,2,72,clear_skies
3934,Male,42,Noe Valley,Mission District,24th St at Chattanooga St,19th St at Mission St,15.4,3.6,72,clear_skies
4220,Female,62,Bernal Heights,The Castro,Valencia St at Cesar Chavez St,Mission Dolores Park,9.8,2.3,72,clear_skies
132,Male,61,Lower Nob Hill,Financial District,Union Square,Clay St at Battery St,6.6,1.5,72,clear_skies
1524,Female,53,The East Cut,Mission Bay,Howard St at 2nd St,Townsend St at 7th St,11.6,2.7,72,clear_skies
1245,Male,40,Mission District,Mission District,Valencia St at 24th St,Valencia St at 22nd St,1.5,0.3,72,clear_skies
3658,Male,46,South of Market,Embarcadero,2nd St at Townsend St,San Francisco Ferry Building,7.5,1.8,72,clear_skies
4071,Male,43,Chinatown,The East Cut,Broadway at Kearny,Howard St at 2nd St,14.8,3.5,72,clear_skies
2882,Female,30,South of Market,China Basin,Spear St at Folsom St,Berry St at 4th St,11,2.6,72,clear_skies
3031,Other,38,Mission District,The Castro,Valencia St at 24th St,Mission Dolores Park,7.2,1.7,72,clear_skies
3711,Female,44,Noe Valley,Civic Center,Cesar Chavez St at Dolores St,Market St at 10th St,18.1,4.2,72,clear_skies
755,Male,22,Civic Center,South of Market,Market St at 10th St,Montgomery St BART Station,10.5,2.4,72,clear_skies
3946,Male,24,Mission Bay,South of Market,San Francisco Caltrain,Spear St at Folsom St,21.3,5,72,clear_skies
1128,Male,30,Mission Dolores,South of Market,17th St at Dolores St,4th St at Harrison St,16.4,3.8,72,clear_skies
1553,Male,24,South of Market,Tenderloin,S Van Ness Ave at Market St,Powell St BART Station,6.1,1.4,72,clear_skies
464,Female,21,Tenderloin,Tenderloin,Powell St BART Station,Powell St BART Station,1.5,0.4,72,clear_skies
3172,Male,39,South of Market,Mid-Market,Powell St BART Station,Civic Center/UN Plaza BART Station,9,2.1,72,clear_skies
3092,Male,27,Mission District,Bernal Heights,Valencia St at 21st St,Valencia St at Cesar Chavez St,4.4,1,72,clear_skies
3980,Female,38,Mission Bay,Embarcadero,4th St at Mission Bay Blvd S,The Embarcadero at Vallejo St,11,2.6,72,clear_skies
3985,Male,30,Mission Bay,Mission District,San Francisco Caltrain,Valencia St at 21st St,18.1,4.2,72,clear_skies
2451,Male,48,Mission District,Mission District,20th St at Bryant St,16th St Mission BART Station 2,6.3,1.5,72,clear_skies
3771,Female,32,South of Market,South of Market,Montgomery St BART Station,Victoria Manalo Draves Park,8.7,2,72,clear_skies
4221,Male,51,Mission District,Civic Center,19th St at Florida St,Market St at Franklin St,20.3,4.7,72,clear_skies
4066,Male,41,South of Market,Design District,4th St at Harrison St,Hubbell St at 16th St,9.1,2.1,72,clear_skies
3982,Male,36,South of Market,Mission District,Embarcadero BART Station,Valencia St at 21st St,19.5,4.5,72,clear_skies
2576,Male,21,Financial District,Embarcadero,Davis St at Jackson St,The Embarcadero at Sansome St,5.7,1.3,72,clear_skies
1792,Male,40,Mission Bay,Mission Dolores,Townsend St at 7th St,Valencia St at 16th St,13.1,3,72,clear_skies
2296,Male,38,Mission District,Financial District,Harrison St at 17th St,Post St at Kearny St,18.4,4.3,72,clear_skies
3082,Male,35,Mission Bay,Mission Dolores,Townsend St at 7th St,Valencia St at 16th St,13,3,72,clear_skies
3784,Male,27,Mission Bay,Lower Nob Hill,8th St at Brannan St,Union Square,26,6.1,72,clear_skies
3191,Male,33,South of Market,Hayes Valley,Powell St BART Station,Koshland Park,14.4,3.3,72,clear_skies
3165,Female,46,Financial District,Mission Dolores,Post St at Kearny St,17th St at Valencia St,16.1,3.8,72,clear_skies
385,Female,54,Tenderloin,Rincon Hill,Cyril Magnin St at Ellis St,Beale St at Harrison St,11.8,2.8,72,clear_skies
1722,Other,34,The Castro,Mission District,16th St at Prosper St,16th St Mission BART Station 2,3.8,0.9,72,clear_skies
3899,Male,35,South of Market,Potrero Hill,S Van Ness Ave at Market St,Jackson Playground,13.1,3,72,clear_skies
2235,Male,36,Financial District,Financial District,Commercial St at Montgomery St,Davis St at Jackson St,2.8,0.7,72,clear_skies
96,Male,33,Financial District,Financial District,Mechanics Monument Plaza,Broadway at Battery St,4.8,1.1,72,clear_skies
2924,Female,29,Mission Dolores,Mission District,Mission Playground,Valencia St at 22nd St,2.8,0.7,72,clear_skies
1993,Male,58,Civic Center,Civic Center,San Francisco Public Library,Market St at 10th St,2.6,0.6,72,clear_skies
4073,Male,36,China Basin,China Basin,Berry St at 4th St,Bryant St at 2nd St,3.5,0.8,72,clear_skies
2360,Male,50,Mission Dolores,South of Market,Valencia St at 16th St,S Van Ness Ave at Market St,7.2,1.7,72,clear_skies
3822,Male,54,Chinatown,The East Cut,Broadway at Kearny,Howard St at 2nd St,7.3,1.7,72,clear_skies
1698,Male,43,South of Market,South of Market,Howard St at Mary St,4th St at Harrison St,3.9,0.9,72,clear_skies
2742,Male,63,South of Market,The East Cut,Powell St BART Station,Howard St at 2nd St,5.1,1.2,72,clear_skies
3866,Male,61,Mid-Market,Hayes Valley,Civic Center/UN Plaza BART Station,Koshland Park,10.1,2.4,72,clear_skies
2228,Female,35,Financial District,Civic Center,Broadway at Battery St,Market St at 10th St,16,3.7,72,clear_skies
2114,Female,49,Tenderloin,South of Market,Powell St BART Station,S Van Ness Ave at Market St,12.5,2.9,72,clear_skies
2754,Female,60,Mission Bay,Rincon Hill,San Francisco Caltrain Station 2,Beale St at Harrison St,9.8,2.3,72,clear_skies
805,Male,26,Mission Bay,South of Market,San Francisco Caltrain Station 2,Folsom St at 9th St,9.2,2.2,72,clear_skies
3370,Male,34,China Basin,Embarcadero,Berry St at 4th St,San Francisco Ferry Building,9,2.1,72,clear_skies
3303,Male,33,Mid-Market,Mission Bay,Civic Center/UN Plaza BART Station,7th St at Brannan St,7.6,1.8,72,clear_skies
4066,Female,25,Design District,Mission District,Hubbell St at 16th St,Franklin Square,11.5,2.7,72,clear_skies
1993,Male,36,Civic Center,South of Market,Market St at 10th St,Montgomery St BART Station,10,2.3,72,clear_skies
1221,Female,45,Mission Bay,Mission Dolores,Townsend St at 5th St,Mission Playground,16,3.7,72,clear_skies
3551,Male,34,South of Market,Embarcadero,Steuart St at Market St,The Embarcadero at Bryant St,6.5,1.5,72,clear_skies
3966,Female,28,South of Market,Embarcadero,Steuart St at Market St,The Embarcadero at Bryant St,6.5,1.5,72,clear_skies
3658,Female,33,Embarcadero,Embarcadero,San Francisco Ferry Building,The Embarcadero at Sansome St,6.2,1.4,72,clear_skies
3192,Male,46,Financial District,South of Market,Mechanics Monument Plaza,Yerba Buena Center for the Arts,6.1,1.4,72,clear_skies
3258,Male,51,Financial District,South of Market,Washington St at Kearny St,4th St at Harrison St,14.7,3.4,72,clear_skies
1179,Female,30,Civic Center,Civic Center,Market St at Franklin St,Market St at 10th St,3.5,0.8,72,clear_skies
332,Female,30,South of Market,Dogpatch,Division St at Potrero Ave,Esprit Park,10.9,2.5,72,clear_skies
3732,Male,29,Mission Bay,South of Market,San Francisco Caltrain Station 2,Montgomery St BART Station,13.1,3,72,clear_skies
520,Male,58,Financial District,Embarcadero,Davis St at Jackson St,The Embarcadero at Sansome St,5.7,1.3,72,clear_skies
2330,Male,37,Mid-Market,Financial District,Civic Center/UN Plaza BART Station,Clay St at Battery St,9.1,2.1,72,clear_skies
1353,Male,33,South of Market,South of Market,11th St at Natoma St,Montgomery St BART Station,12.3,2.9,72,clear_skies
1501,Male,28,Lower Haight,Alamo Square,Page St at Scott St,Grove St at Divisadero,3.1,0.7,72,clear_skies
1202,Male,36,South of Market,South of Market,Folsom St at 9th St,Victoria Manalo Draves Park,3.6,0.8,72,clear_skies
3381,Female,27,Mission Dolores,Tenderloin,Valencia St at 16th St,Powell St BART Station,12.7,3,72,clear_skies
3910,Male,44,The Castro,South of Market,Sanchez St at 15th St,Powell St BART Station,15.2,3.5,72,clear_skies
2359,Male,58,Civic Center,Noe Valley,Market St at 10th St,Jersey St at Church St,19,4.4,72,clear_skies
2723,Male,32,South of Market,China Basin,Montgomery St BART Station,Berry St at 4th St,11.4,2.7,72,clear_skies
3144,Male,82,South Beach,Mission District,The Embarcadero at Steuart St,Folsom St at 15th St,21.5,5,72,clear_skies
776,Male,31,Mid-Market,Civic Center,Civic Center/UN Plaza BART Station,Market St at 10th St,3.4,0.8,72,clear_skies
506,Male,38,South of Market,South of Market,2nd St at Townsend St,Howard St at Beale St,5.1,1.2,75,clear_skies
2823,Male,19,Western Addition,Civic Center,Market St at Dolores St,Market St at 10th St,6.1,1.4,75,clear_skies
327,Male,22,South of Market,Financial District,Embarcadero BART Station,Broadway at Battery St,15.7,3.7,75,clear_skies
3136,Male,22,South of Market,Financial District,Embarcadero BART Station,Broadway at Battery St,15.8,3.7,75,clear_skies
4224,Male,35,Potrero Hill,Central Waterfront,Jackson Playground,22nd St Caltrain Station,5.7,1.3,75,clear_skies
1570,Male,23,South of Market,Financial District,Embarcadero BART Station,Broadway at Battery St,15.5,3.6,75,clear_skies
4028,Male,24,South Beach,Civic Center,The Embarcadero at Steuart St,Golden Gate Ave at Polk St,40.4,9.4,75,clear_skies
3071,Male,37,Mid-Market,South of Market,Civic Center/UN Plaza BART Station,Montgomery St BART Station,6.9,1.6,75,clear_skies
2644,Male,35,Mid-Market,South of Market,Civic Center/UN Plaza BART Station,Montgomery St BART Station,7,1.6,75,clear_skies
2811,Male,30,Dogpatch,Mission Bay,Esprit Park,8th St at Brannan St,10.2,2.4,75,clear_skies
3931,Other,33,The Castro,The Castro,Sanchez St at 15th St,16th St at Prosper St,28.5,6.6,75,clear_skies
3717,Male,41,South of Market,South Beach,Howard St at Beale St,The Embarcadero at Steuart St,4.2,1,75,clear_skies
1629,Male,35,South of Market,South Park,Folsom St at 3rd St,S Park St at 3rd St,3.3,0.8,75,clear_skies
807,Male,25,Financial District,Civic Center,Mechanics Monument Plaza,Golden Gate Ave at Polk St,32.8,7.6,75,clear_skies
2669,Female,22,Financial District,Civic Center,Mechanics Monument Plaza,Golden Gate Ave at Polk St,33.3,7.8,75,clear_skies
2070,Male,40,Civic Center,South of Market,Golden Gate Ave at Polk St,Steuart St at Market St,15.4,3.6,75,clear_skies
1565,Male,36,Financial District,Financial District,Davis St at Jackson St,Commercial St at Montgomery St,3.3,0.8,75,clear_skies
776,Male,41,Civic Center,Hayes Valley,Market St at 10th St,Webster St at Grove St,6.5,1.5,75,clear_skies
3384,Male,51,Panhandle,Hayes Valley,Broderick St at Oak St,Laguna St at Hayes St,12.1,2.8,75,clear_skies
1114,Female,42,Panhandle,Hayes Valley,Broderick St at Oak St,Laguna St at Hayes St,12,2.8,75,clear_skies
1492,Male,53,South of Market,Potrero Hill,Yerba Buena Center for the Arts,Rhode Island St at 17th St,14.9,3.5,75,clear_skies
231,Female,34,China Basin,South of Market,Bryant St at 2nd St,Montgomery St BART Station,4.3,1,75,clear_skies
4013,Female,35,Mission Bay,Embarcadero,4th St at Mission Bay Blvd S,The Embarcadero at Sansome St,12.2,2.8,75,clear_skies
1902,Male,31,South of Market,Mission District,Division St at Potrero Ave,Harrison St at 17th St,6.5,1.5,75,clear_skies
721,Other,48,Financial District,South of Market,Davis St at Jackson St,2nd St at Townsend St,15.8,3.7,75,clear_skies
4073,Male,65,China Basin,Mission Bay,Bryant St at 2nd St,Townsend St at 7th St,6.8,1.6,75,clear_skies
3418,Male,26,South of Market,South of Market,S Van Ness Ave at Market St,Powell St BART Station,23.5,5.5,75,clear_skies
155,Male,40,Mission Dolores,Mission District,Mission Playground,Valencia St at 21st St,1.6,0.4,75,clear_skies
2793,Male,52,Financial District,Financial District,Clay St at Battery St,Commercial St at Montgomery St,2.6,0.6,75,clear_skies
1181,Male,26,The Castro,The Castro,Sanchez St at 15th St,Mission Dolores Park,3.7,0.9,75,clear_skies
3109,Female,32,Design District,Mission Bay,Hubbell St at 16th St,4th St at Mission Bay Blvd S,7.5,1.8,75,clear_skies
2644,Male,26,South of Market,South of Market,Montgomery St BART Station,Yerba Buena Center for the Arts,6.6,1.5,75,clear_skies
